Coffer,213.mp3,"""Narrator:  Jewelry or extremely precious textiles were probably stored inside this lavishly decorated chest. It was made by André Charles Boulle. Boulle’s patrons in the late seventeenth and early eighteenth century first included King Louis XIV and many of his courtiers. Curator Ghenete Zelleke. 
Ghenete Zelleke:  Boulle specialized in a type of marquetry that included tortoise shell, brass, pewter and sometimes ebony. And you would lay the design on a piece of paper over a package of thin veneers of tortoise shell, brass, pewter and then cut through his package of veneers with a saw according to the lines in the design. And when you were finished you would have essentially pieces of a puzzle that were reconstructed on the sides of the coffer to create these areas of negative and positive brass or tortoise shell dominating one or the other of the services. 
Narrator:  Elaborate gilt bronze mounts complete the decorative scheme. The central head may represent Apollo the classical sun god. On either sides are cranes heads. Cranes were thought to hold a pebble in one claw which dropped in the water and woke them if they fell asleep. Therefore, they symbolized vigilance. 
Ghenete Zelleke:  And you see how the beaks of the cranes thread into the latches for the lid and they are, in fact, guardians or protectors of the contents of the box."""
Secretary Cabinet,214.mp3,"""Narrator:  Chinese art was all the rage in early eighteenth century England where its imagery was found to combine elegance with a certain air of mysterious exotic charm. Chinese ceramics and wallpapers were avidly collected but a growing market also developed for objects produced in England in the Chinese style. Made around 1735 this desk is entirely English in form with its drawers and bookcase crowned by a broken pediment with classical urns. But its flamboyant decorative scheme clearly draws on Chinese techniques and imagery. Its surface is covered with an English version of glossy red lacquer. Against this background East Asian inspired figures, animals and flora are rendered in tones of silver and gold that would have glowed under candlelight. The large figures of a graceful Chinese lady and gentleman on the inside of the cabinet’s upper doors are especially well preserved. They would usually have been revealed only to the eyes of the cabinet’s owner when seated at the desk or pulling a book from its upper stories."""
Tureen in the form of a Rabbit,215.mp3,"""<music>
Narrator:  This charming porcelain rabbit is a tureen. We can imagine him sitting on an English eighteenth century dining table filled with rabbit stew which could be ladled out once his top half was lifted off. His ears extend out to form a handle which presumably remained conveniently cool to the touch. The rabbit is modeled and decorated with great realism. Notice the hairs of his coat, not only painted on but also molded into his body over his back haunches. He nibbles on a halfly [ph?] finished leaf which is playfully provided with a little snail trying to crawl away. The rabbit was made at the Chelsea porcelain manufactory which was established in London in 1745 by the silversmith Nicholas Sprimont. Sprimont was equally talented in created new table wares with delicate painted imagery as well as fanciful purely decorative figures such as birds, animals, shepherds and shepherdesses. This rabbit bridges both areas in being functional as well as ornamental. Nearby you can see another tureen in the form of a hen. 
<music>"""
Center Table,216.mp3,"""<music>
Narrator:  At first glance, this looks like a console or side table but, in fact, half of its top surface is currently folded down against the wall. When opened up, the table becomes a grand center piece with decorative carving around all four of its sides. It would be impossible to draw in a chair comfortably beneath these carvings. So if this is not a dining table, how might it have been used. A clue is in the rams’ heads carved on each leg. In classical imagery rams are associated with Bacchus, god of wine and festivities. Curator Ghenete Zelleke. 
Ghenete Zelleke:  It probably served as a stage for perhaps elaborate pieces of silver. And I think the details of the carving, for example, the rams’ heads with horns and the pendent grapevines that fall from the mouths of the rams I think that indicates that the table may have been used for ceremonial occasions or banquets that included a sideboard full of silver that related to the drinking of wine. 
Narrator:  The quantity of expensive Cuban mahogany and the grand scale of the table indicate that it would have been an expensive special commission. 
<music>"""
Two-Handled Cup and Cover,217.mp3,"""Narrator:  Paul de Lamerie was one of the most talented and prolific silversmiths working in England in the first half of the eighteenth century. He made this ornate two handled covered cup in about 1740 when the rococo style was reaching the height of its popularity in England. Look at the cup’s handles. Each one made from a series of extravagantly curved serpentine forms. These forms are inspired by those seen in nature such as leaves and shells. In fact, the name rococo comes from the French rocaille which describe the rocks and shells that ornamented grottos in fashionably landscaped gardens. Halfway up the cup is a frieze of grinning heads representing followers of Bacchus, god of wine. They refer to the cup’s original purpose. Large two handled cups were traditionally used as communal drinking vessels. The two handles served to facilitate passing the heavy wine filled cup from person to person. They were a staple of all male societies such as colleges, clubs, and guild or trade associations. Later in the eighteenth century these commemorative presentation objects began to be used as sporting prizes."""
Wine Jug,218.mp3,"""Narrator:  Dating from about 1740 this elaborate jug was made by Charles Frederick Kandler a German-born silversmith who lived and worked in London for most of his life. At this time, London’s wealthy merchant class was expanding fast joining the aristocracy in providing a thriving market for luxury goods such as this piece. Kandler drew on classically mythology to create a design fitting to the jug’s purpose. Curator Ghenete Zelleke. 
Ghenete Zelleke:  All of the decorative elements are expressive of the use of this ewer for wine. The finial is in the form of a seated Pan figure blowing his pipes. The spout is in the form of a leopard whose neck is encrusted with grapevines. And the handle is in the form of caryatid female figure who is holding a bunch of grapes above her head about to eat one of them. 
Narrator:  These elements subtlety flatter the wine jug’s owner implying that he had been educated to understand classical references. The jug also features witty details to entertain a drinking party. It’s lower part features putti or classical babies. The central pair tread grapes and raise toasts. Meanwhile, their overindulgent friend sleeps off the effects nearby."""
Table Centerpiece,219.mp3,"""Narrator:  No fashionable 18th Century dining table was without its elegant decorations.  At the highest level of society, these consisted of silver or porcelain or a combination of the two.  A formal dinner of three courses culminated in a spectacular array of sweet meats, often dramatically arranged around special decorations.  These monkey musicians made at the Meissen Porcelain Factor in Germany were dessert ornaments designed to delight the eye as the elaborate sweet meats pleased the palate.  Curator Ghenete Zelleke.
Ghenete Zelleke:  So imagine the dessert course of a dinner with this wonderful silver gilt and mirrored plateau and the porcelain figures laid out on the top of them with candlelight flickering and animating the figures as well as reflecting on the mirrored surface.
<music plays>
Ghenete Zelleke:  Now why monkeys dressed as orchestra players?  It was a fashion in France in the early 18th Century for painted rooms and painted paddles with the monkey playing and sometimes dressed in European costume.
Narrator:  These musicians literally ape human activities but despite their fashionable and gentile attire, the monkeys show their hairy legs and sharp teeth with a little too much abandon.  Free from the human obligations of decorous behavior, the monkeys are at liberty to amuse and entertain the dinner guests, whose dessert course they decorated."""
Secretary Cabinet,220.mp3,"""Narrator:  This imposing desk gives us a vivid insight into the poetic view of China seen in 18th Century European decorative arts known as shinwasarri [ph?], Western imagery of this kind was inspired by authentic art imported from Asia.  But interpreted by European artists and craftsmen, China becomes a land of the imagination filled with graceful figures, exotic plants and pavilions.  Here in the central panel above the desk lid, a figure shaded by a parasol walks through a building in picturesque dilapidation.  Notice how the vertical forms of the palm tree above him and the branches on the side panels echo the tall lines of the desk itself.  The desk is the work of David Roentgen.  Roentgen's workshop was in his native Germany but he travelled widely, established a lucrative shop in Paris and was appointed cabinet maker to Queen Mary Antoinette of France shortly after he made this desk.  Roentgen was especially adept at inlay techniques.  We can appreciate his skill in the extraordinary inlaid imagery here such as the fine differentiation of shaded folds in the people's clothing and the delicate curving forms of leaves and grasses."""
Wall Clock,221.mp3,"""Narrator:  This 18th Century clock with its extravagant design and sophisticated interior mechanism would have been extremely expensive.  The case was made by Jean-Pierre Latz who was cabinet maker to King Louis XV of France.  Its mass of intertwining rococo curves incorporating leaves, tendrils and floral garlands is made from gilt bronze.  The clock is surmounted by the figure of Apollo, Classical God of Music and Rationality.  He leans down the slay a winged serpent emerging dramatically from a cavern beneath the clock face.  Under the serpent, the face of Hera, Classical Goddess of Marriage and Childbirth appears, she gives a clue to the reason for the clock's existence.  If you look just above her head, you will see two small coats of arms held by lions, these belong to a Flemish couple whose marriage the clock was probably made to celebrate.  Inside, the clock has an extraordinarily complex eight day movement which could play music as well as tell time."""
Fall-Front Desk,222.mp3,"""<music plays>
Narrator:  This massive and lavishly decorated desk was made in Vienna, Austria in about 1812.  Its design includes many elements inspired by classical art.  The central part of the desk with its curved tapering shape recalls a classical lyre.  It is flanked by tall cornucopias which could have been used to display flowers.  Griffin figures, half lion, half eagle support the lower part of the desk and it rests on giant paws as ancient Roman furnishings sometimes did.  The desk's classical elements are a bow to the fashionable French empire style whose influence had spread across Europe by the early 19th Century.  This style was popularized by the Emperor Napoleon I who wanted the forms of Imperial Roman art to cast their august glory on the imagery of his own regime.  But if the desk looks to France for its design, its materials are purely Viennese in their rich variety of exotic veneers, ebonized surfaces, gilding and gilt bronze."""
Chair,223.mp3,"""Narrator:  This English chair was made around 1810 after a design by Thomas Hope.  Curator Ghenete Zelleke.
Ghenete Zelleke:  He was not a cabinet maker himself but in fact a wealthy connoisseur and collector who designed the furnishings for his own house.  The chair takes its form from classical furniture, in particular, the Klismos chair.
Narrator:  The Klismos chair which it curving splayed legs and concave backrest often appears in Ancient Greek imagery, its form was revived in the late 18th Century when archeological discoveries in Italy and Greece fueled the Neoclassical movement in art, architecture and interior design.  The Hope Chair was originally designed to stand in a room displaying classical vases, so its outline may have echoed that of Klismos chairs illustrated on the vases exhibited around it.  Its inlaid decorations are also Greek in inspiration, a lyre appears on the chair back, the Greek key design adorns the seat base and palmettes representing the palms' fan-shaped leaves decorate the legs.  Hope's furniture designs were extremely influential, they were reinterpreted by architects and connoisseurs who visited his splendid London house and copied by cabinet from Hope's publication of his designs which appeared in 1807."""
Sideboard and Wine Cabinet,224.mp3,"""Narrator:  The English architect and designer, William Burges designed this extraordinary sideboard in 1859.  Burges was a key member of the Gothic Revival movement in England.  He advocated a return to the forms, decoration and techniques of Medieval art.  His views were a passionate reaction against the mass produce mediocrity of an increasingly industrial age.  Burges' sideboard borrows elements of Medieval architecture such as the Gothic tracer he painted on the legs of the cabinet.  Above these are two levels of painted decorations, alluding to the sideboard's function as a wine cabinet.  The single heads symbolize different wines.  Curator Ghenete Zelleke.
Ghenete Zelleke:  On the right is the blonde head that personifies champagne, on the left is the dark haired man with crown as King Burgundy.
Narrator:  Above these, the arched frames contain a story taken from a Medieval poem that playfully extols the virtues of wine personified as the young Saint Bacchus.  The cabinet's decoration is filled with glowing color and meticulous detail, evoking the richness of Medieval stained glass windows.
Ghenete Zelleke:  This cabinet was made during the reign of Queen Victoria and I think many people have the impression that Victorian interiors were very dark and very gloomy, but you see these brilliant colors and touches of gold in this cabinet and you begin to rethink what Victorian interiors might have been like especially those conceived of by a brilliant man such as William Burges."""
Circular Plaque,225.mp3,"""<music plays>
Narrator:  This decorative dish was made in France in the 1880's, it represents a fascinating mix or modern and traditional techniques and influences.  Look closely at the finely detailed portrayal of the young woman, her diaphanous scarf frames a face that seems very much of its time, but she is dressed in a Renaissance style costume.  Behind her, the shimmering golden background features a raised floral design inspired by the repeating flora pattern seen on Islamic ceramics.  The dish was made under the direction of the French ceramicist, Théodore Deck.  Deck was extremely interested in exploring and experimenting with different ceramic techniques and styles, from Turkish wares to Venetian mosaics and Italian Renaissance pottery.  Then he began inviting contemporary artists to collaborate with him turning their hands to pottery decoration.  One of these was Paul César Helleu, who would later become famous for his portraits of beautiful society women.  Helleu took images he had made such as this one of the young woman and transferred them onto lithographic plates, the images were then transfer printed onto ceramics."""
Display Cabinet,226.mp3,"""Narrator:  In this Parisian sideboard of about 1900, a traditional form has been radically transformed, its outline is energized by fluid decorative lines, its flat surfaces echo these with sinuous linear carvings inspired by foliage, flowers and perhaps the floating ribbon like forms of sea plants.  Notice too, the curving root-like shelf brackets.  The cabinet is made in the Art Nouveau or New Art style which flowered at the end of the 19th Century especially in Paris.  As the movement's name suggests, its artists' and designers' aim to create a truly modern kind of art.  They turned away from tradition and instead took the voluptuous asymmetrical curving form seen in nature as the starting point for their inspiration. Louis-Desire-Eugene Gaillard, the cabinet's designer was deeply involved in the Art Nouveau movement, he collaborated on the famous Maison de L'Art Nouveau, a Paris gallery of modern art whose windows were designed by the painter Toulouse-Lautrec and made by Louis Comfort Tiffany.  Gaillard also designed rooms for a modern show house displayed in the Universal Exhibition in Paris held in 1900, among them, a dining room.  This sideboard was originally a part of a second dining room that Gaillard created around that time."""
Cobra Chair,227.mp3,"""Narrator:  This unusual chair is by the Italian designer, Carlo Bugatti.  Curator Ghenete Zelleke.
Ghenete Zelleke:  It's called the Cobra Chair because of the way that the spine of the back and the roundel at the top of the chair appear to be like the head of a cobra about to spring forward.
Narrator:  The chair is covered with parchment, delicately painted with insects and floral motifs.  A disk of beaten copper decorates its back.  In fact, the chair is more a sculptural object than a functional piece of furniture.  Bugatti designed it in 1902 as part of an extraordinary circular interior for an international exhibition in Turin, Italy.  Bugatti's room was circular and featured parchment covered banquettes that appeared to grow out of the walls.
Ghenete Zelleke:  And in the center of the room were four chairs of which this was one, standing around a table surface which seemed to emerge out of the shell of a snail, so there was an extraordinary organic and very sensuous atmosphere to this room."""
Sideboard,228.mp3,"""<music plays>
Narrator:  The English architect and designer Edward William Godwin designed this sideboard in about 1876 when popular opinion favored highly colored and over decorated furnishings.  Godwin had just moved to London from his native Bristol and started designing furniture for his own apartment.  Godwin was fascinated by the architecture and arts and crafts of Japan.  After Japan reopened itself in the 1850s to international trade following more than 200 years of virtual isolation, its art was eagerly collected in the West, it cast a powerful influence on designers like Godwin.  In his furniture, Godwin reinterpreted the geometric elegance of buildings and furnishings he saw in Japanese prints.
<music plays>
Narrator:  Here he creates a sophisticated conversation between horizontal, vertical and diagonal lines and juxtaposes positive with negative space.  He also accentuates its graphic qualities by painting or ebonizing the mahogany surfaces eliminating any visually distracting grain in the wood.  Godwin was concerned with function as well as form, extensions to the right and left of the sideboard could be raised or lowered depending on the space available in a particular room."""
"Diana ""Diadem""",229.mp3,"""Narrator:  Tiaras were part of a lady's formal evening attire in Edwardian England, often they displayed a dense mass of costly diamonds and pearls.  This unusual and supremely elegant tiara is very different, made of rock crystal, gold and colored enamels, it draws on classical mythology for its design.  Curator Ghenete Zelleke.
Ghenete Zelleke:  There's a wonderful narrative embodied in this tiara in that you have three roundels, the center one of which shows the figure of Diana, the Goddess of the Hunt and then at left there are some hunting dogs and at the roundel on the right, there's a fleeing stag and this refers to the story of Actaeon coming upon Diana bathing in a clearing in the forest and Diana being so angered at that, she turned Actaeon into a stag and set his own hunting dogs on Actaeon. 
Narrator:  Notice how Diana, the dogs and the stage each conform gracefully to their surrounding circular forms.  Their pure gold figures are set off by the rich colors of the enameled trees, grass and sky and the transparent rock crystal band beneath.
Ghenete Zelleke:  It's a piece of poetry in jewelry."""
Chest for Photographs,230.mp3,"""<music plays>
Narrator:  Intended to store photographs or postcards, this small chest was designed around 1902 by Austrian architect, Josef Hoffmann.  Its drawers are inlaid with sinuous plant like forms in metal, these were inspired by the Art Nouveau or New Art movement which was then extremely fashionable in Paris and other European centers of design.  Meanwhile the clean lines of the chest's overall form look to the British arts and crafts movement which emphasized simplicity of design and expert handcrafting.  But Hoffmann's use of exotic materials seems purely Viennese.  Curator Ghenete Zelleke.
Ghenete Zelleke:  In contrast to the more common woods that would have been used on English arts and crafts furniture, here you have this very Viennese sensibility in the use of palisander and maple as veneers on the surfaces of the cabinet.
Narrator:  Hofmann belonged to the Secessionist artist group in Vienna.  These artists aimed to create truly modern art, architecture and interior furnishings and organized exhibitions of their work.
Ghenete Zelleke:  This cabinet was first shown in an exhibition in 1902 but it also appears as part of the interior decoration of a dining room that Hoffmann designed for a contemporary department store."""
Centerpiece: The Scarf Dance (Surtout: Le jeu de l'écharpe),231.mp3,"""Narrator:  The original versions of these exquisitely modeled dancing figures made their debut at the celebrated 1900 Exposition Universelle or Universal Exhibition in Paris.  The figures were part of a set of 15 intended to be grouped together as a dramatic centerpiece for a dining table.  They were made at the Sèvres porcelain manufactory near Paris, by then famous for its delicate creations in unglazed porcelain such as these pieces.  The figures reflect the influence of the Art Nouveau or New Art movement in their fluid curving lines.  These are created by their graceful poses and echoed by their flowing dresses with their sweeping Greek style pleats and wide fluttering sleeves.  The figures were also inspired by the American performer, Loie Fuller.  Fuller's sensational dances enhanced with whirling billowing silk scarves and ethereal light effects had enthralled Paris in the years leading up to 1900."""
American Gothic,263.mp3,"""Narrator:  Grant Wood's, American Gothic is usually on view in this gallery.  This serious looking pair posed in front of a gothic revival cottage has become one of the most famous American images of the 20th Century.  Wood used his sister and dentist as models for a farmer and his daughter, the daughter is associated with domesticity, to the left of the picture, you can see her flower pots, curtains and household items.  The farmer on the right holding a pitchfork represents men's work.  Together they embody a Victorian idea about the separate the spheres of the sexes.  This painting is also read as an expression of the American character with its emphasis on hard work, self reliance and discipline.  Wood was part of a movement known as Regionalism that began around the time of the Great Depression, it was a time of uncertainty, anxiety and insecurity, millions of Americans found themselves without work struggling to survive.  The American Regionalists responded with a style of art that focused on simple rural themes of everyday life, they purposely rejected the avant-garde styles that were current in European art around this time in favor of images that would be widely understood by a broad audience.  Elsewhere in this gallery, you'll see a large black and blue bowl in a freestanding case.  Nearby are jazz scenes by painter Archibald Motley.  Judith Barter.
Judith Barter:  Archibald Motley chose to depict urban scenes of jazz clubs in the Bronzeville neighborhood of Chicago and jazz was highly important not only to the Black community but as a link between the Black and the White community.  In front of Motley's paintings you will see the Jazz Bowl which Eleanor Roosevelt commissioned for Franklin D. Roosevelt's inauguration in 1931.  Mexican artists are also included in this gallery as they too were searching for a national art and Orozco's portrait of Zapata, the hero of the Mexican Revolution is rendered in an expressionist, jagged, jolting sort of style.
Narrator:  All of these artists have in common a search for a culturally indigenous style of art, one that would reflect local realities and nationalist themes.  When you are finished exploring this gallery, you can walk into the Loja [ph?] a gallery with windows that look out on the train tracks where you can see a collection of small Modernist sculptures."""
"Bourgeois Bust, Jeff and Ilona",284.mp3,"Narrator:  In 1991, Jeff Koons created this sculpture as part of his “Made in Heaven” exhibition, a provocative and often sexually graphic series of works that explored his physical relationship with his new wife, Ilona Staller, an Italian porn star. Associate curator, Kate Nesin.
Kate Nesin:  The title is “Bourgeois Bust, Jeff and Ilona.”  And bourgeois tends to mean most generically middle class, conventional, particularly conventional in one’s taste, materialistic even. I think in this context it also means relatable.  That’s a part of what Koons is getting at a relatability when it comes to one’s relationship or romantic fantasy two people about to kiss embodied in this high art material. 
Narrator:  Unlike his pop predecessors Koons isn’t using mass produced images or processes and elevating them to high art. Instead, he
references the high art of seventeenth and eighteenth century Italian and French sculptures and turns it into something that looks almost mass produced using the visual language of a cotemporary romantic scene. 
Kate Nesin:  There’s the sense of the modern kitsch object, like a couple’s souvenir from a Hawaiian honeymoon or something. At the
same time that we can’t not see the materials and the preciousness of them and the esthetic tradition being summoned through them. There’s a sense of this being maybe a bit of a winking object and yet, it’s incredibly sincere. 
"
